RK,NAME,TEAM,POS,WK,OPP,RUSHING_ATT,RUSHING_YDS,RUSHING_AVG,RUSHING_TD,RECEIVING_TGTS,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TD,FUMBLES,FUMBLES_LOST,FPTS
85,Jakob Johnson,HOU,FB,3,JAX,0,0,,0,0,0,0,0,0,0,0.0
86,Trevor Etienne,CAR,RB,3,ATL,0,0,,0,0,0,0,0,1,0,0.0
87,Sione Vaki,DET,RB,3,BAL,0,0,,0,0,0,0,0,0,0,0.0
88,Jacob Saylors,DET,RB,3,BAL,0,0,,0,0,0,0,0,0,0,0.0
89,Rasheen Ali,BAL,RB,3,DET,0,0,,0,0,0,0,0,0,0,0.0
90,Robbie Ouzts,SEA,FB,3,NO,0,0,,0,0,0,0,0,0,0,0.0
91,Tyler Badie,DEN,RB,3,LAC,0,0,,0,0,0,0,0,0,0,0.0
92,Adam Prentice,DEN,FB,3,LAC,0,0,,0,0,0,0,0,0,0,0.0
93,Hassan Haskins,LAC,RB,3,DEN,0,0,,0,0,0,0,0,0,0,0.0
94,Scott Matlock,LAC,FB,3,DEN,0,0,,0,0,0,0,0,0,0,0.0
95,Velus Jones Jr.,NO,RB,3,SEA,0,0,,0,0,0,0,0,0,0,0.0
96,Brady Russell,SEA,FB,3,NO,0,0,,0,0,0,0,0,0,0,0.0
97,Roschon Johnson,CHI,RB,3,DAL,0,0,,0,0,0,0,0,0,0,0.0
98,Hunter Luepke,DAL,RB,3,CHI,0,0,,0,0,0,0,0,0,0,0.0
99,Jarquez Hunter,LAR,RB,3,PHI,0,0,,0,0,0,0,0,0,0,0.0
100,A.J. Dillon,PHI,RB,3,LAR,0,0,,0,0,0,0,0,0,0,0.0
1,Ashton Jeanty,LV,RB,4,CHI,21,138,6.6,1,2,2,17,2,1,1,33.5
2,Josh Jacobs,GB,RB,4,DAL,22,86,3.9,2,4,4,71,0,0,0,31.7
3,Kenneth Gainwell,PIT,RB,4,MIN,19,99,5.2,2,6,6,35,0,0,0,31.4
4,Justice Hill,BAL,RB,4,KC,3,76,25.3,1,6,5,41,1,0,0,28.7
5,Bijan Robinson,ATL,RB,4,WAS,17,75,4.4,1,5,4,106,0,1,0,28.1
6,Woody Marks,HOU,RB,4,TEN,17,69,4.1,1,5,4,50,1,0,0,27.9
7,Omarion Hampton,LAC,RB,4,NYG,12,128,10.7,1,5,5,37,0,0,0,27.5
8,Christian McCaffrey,SF,RB,4,JAX,17,49,2.9,0,11,6,92,1,1,0,26.1
9,Bucky Irving,TB,RB,4,PHI,15,63,4.2,0,5,5,102,1,1,1,25.5
10,James Cook,BUF,RB,4,NO,22,117,5.3,1,4,3,18,0,0,0,22.5
11,Quinshon Judkins,CLE,RB,4,DET,21,82,3.9,1,4,4,33,0,0,0,21.5
12,RJ Harvey,DEN,RB,4,CIN,14,58,4.1,0,5,4,40,1,0,0,19.8
13,Travis Etienne Jr.,JAX,RB,4,SF,19,124,6.5,1,2,1,1,0,0,0,19.5
14,Javonte Williams,DAL,RB,4,GB,20,85,4.2,1,3,3,15,0,0,0,19.0
15,Jahmyr Gibbs,DET,RB,4,CLE,15,91,6.1,1,2,2,6,0,0,0,17.7
16,Saquon Barkley,PHI,RB,4,TB,19,43,2.3,1,4,4,31,0,0,0,17.4
17,De'Von Achane,MIA,RB,4,NYJ,20,99,5.0,1,2,1,2,0,1,0,17.1
18,Zavier Scott,MIN,RB,4,PIT,2,1,0.5,0,8,6,43,1,0,0,16.4
19,Breece Hall,NYJ,RB,4,MIA,14,81,5.8,0,6,5,30,0,0,0,16.1
20,D'Andre Swift,CHI,RB,4,LV,14,38,2.7,1,6,4,22,0,0,0,16.0
21,Jonathan Taylor,IND,RB,4,LAR,17,76,4.5,0,5,5,20,0,0,0,14.6
22,Cam Skattebo,NYG,RB,4,LAC,25,79,3.2,0,2,2,11,0,0,0,13.0
23,Isiah Pacheco,KC,RB,4,BAL,7,34,4.9,0,3,2,13,1,0,0,12.7
24,TreVeyon Henderson,NE,RB,4,CAR,7,32,4.6,1,2,2,14,0,0,0,12.6
25,Kendre Miller,NO,RB,4,BUF,11,65,5.9,1,0,0,0,0,0,0,12.5
26,Zach Charbonnet,SEA,RB,4,ARI,12,39,3.2,1,2,2,5,0,0,0,12.4
27,Kenneth Walker III,SEA,RB,4,ARI,19,81,4.3,0,2,1,29,0,0,0,12.0
28,J.K. Dobbins,DEN,RB,4,CIN,16,101,6.3,0,1,1,4,0,0,0,11.5
29,Alvin Kamara,NO,RB,4,BUF,15,70,4.7,0,5,4,2,0,0,0,11.2
30,Tyler Allgeier,ATL,RB,4,WAS,16,51,3.2,1,0,0,0,0,0,0,11.1
31,Emanuel Wilson,GB,RB,4,DAL,8,44,5.5,0,3,3,37,0,0,0,11.1
32,Tony Pollard,TEN,RB,4,HOU,14,64,4.6,0,3,3,12,0,0,0,10.6
33,Trey Benson,ARI,RB,4,SEA,8,35,4.4,0,5,5,19,0,0,0,10.4
34,Kyren Williams,LAR,RB,4,IND,13,77,5.9,0,4,3,17,0,1,1,10.4
35,Jordan Mason,MIN,RB,4,PIT,16,57,3.6,0,3,3,15,0,1,0,10.2
36,Emari Demercado,ARI,RB,4,SEA,2,8,4.0,0,2,2,13,1,0,0,10.1
37,Chase Brown,CIN,RB,4,DEN,10,40,4.0,0,3,3,31,0,0,0,10.1
38,Chuba Hubbard,CAR,RB,4,NE,10,49,4.9,0,3,3,20,0,0,0,9.9
39,Antonio Gibson,NE,RB,4,CAR,6,27,4.5,1,0,0,0,0,0,0,8.7
40,Rachaad White,TB,RB,4,PHI,6,17,2.8,0,5,4,29,0,0,0,8.6
41,Raheem Mostert,LV,RB,4,CHI,4,62,15.5,0,1,1,11,0,0,0,8.3
42,Nick Chubb,HOU,RB,4,TEN,13,47,3.6,0,2,2,15,0,0,0,8.2
43,Derrick Henry,BAL,RB,4,KC,8,42,5.2,0,3,2,16,0,0,0,7.8
44,Jacory Croskey-Merritt,WAS,RB,4,ATL,7,47,6.7,0,2,2,10,0,0,0,7.7
45,Brashard Smith,KC,RB,4,BAL,4,9,2.2,0,4,3,27,0,0,0,6.6
46,Kyle Juszczyk,SF,FB,4,JAX,0,0,,0,3,3,32,0,0,0,6.2
47,Chris Rodriguez Jr.,WAS,RB,4,ATL,7,59,8.4,0,0,0,0,0,0,0,5.9
48,Kareem Hunt,KC,RB,4,BAL,13,35,2.7,0,1,1,13,0,0,0,5.8
49,Rhamondre Stevenson,NE,RB,4,CAR,9,38,4.2,0,1,1,3,0,0,0,5.1
50,Isaiah Davis,NYJ,RB,4,MIA,3,9,3.0,0,2,2,18,0,0,0,4.7
51,Miles Sanders,DAL,RB,4,GB,2,8,4.0,0,2,2,17,0,0,0,4.5
52,Rico Dowdle,CAR,RB,4,NE,9,32,3.6,0,1,1,-2,0,0,0,4.0
53,Blake Corum,LAR,RB,4,IND,9,21,2.3,0,4,2,-5,0,0,0,3.6
54,Trevor Etienne,CAR,RB,4,NE,7,33,4.7,0,0,0,0,0,0,0,3.3
55,Bhayshul Tuten,JAX,RB,4,SF,4,14,3.5,0,1,1,8,0,0,0,3.2
56,Devin Singletary,NYG,RB,4,LAC,7,28,4.0,0,0,0,0,0,0,0,2.8
57,Kaleb Johnson,PIT,RB,4,MIN,6,22,3.7,0,1,0,0,0,0,0,2.2
58,Tyler Badie,DEN,RB,4,CIN,0,0,,0,2,1,11,0,0,0,2.1
59,Brian Robinson Jr.,SF,RB,4,JAX,5,21,4.2,0,0,0,0,0,0,0,2.1
60,Kyle Monangai,CHI,RB,4,LV,4,18,4.5,0,0,0,0,0,0,0,1.8
61,A.J. Dillon,PHI,RB,4,TB,3,17,5.7,0,0,0,0,0,0,0,1.7
62,LeQuint Allen Jr.,JAX,RB,4,SF,0,0,,0,1,1,7,0,0,0,1.7
63,Jeremy McNichols,WAS,RB,4,ATL,2,3,1.5,0,2,1,0,0,0,0,1.3
64,Jerome Ford,CLE,RB,4,DET,1,-1,-1.0,0,2,1,4,0,0,0,1.3
65,David Montgomery,DET,RB,4,CLE,9,12,1.3,0,1,0,0,0,0,0,1.2
66,Scott Matlock,LAC,FB,4,NYG,0,0,,0,1,1,1,0,0,0,1.1
67,Jacob Saylors,DET,RB,4,CLE,2,11,5.5,0,0,0,0,0,0,0,1.1
68,Chris Brooks,GB,RB,4,DAL,0,0,,0,1,1,1,0,0,0,1.1
69,Ollie Gordon II,MIA,RB,4,NYJ,6,10,1.7,0,1,0,0,0,0,0,1.0
70,Tyler Goodson,IND,RB,4,LAR,0,0,,0,1,1,0,0,0,0,1.0
71,Hunter Luepke,DAL,RB,4,GB,1,6,6.0,0,1,0,0,0,0,0,0.6
72,Braelon Allen,NYJ,RB,4,MIA,4,26,6.5,0,0,0,0,0,1,1,0.6
73,Samaje Perine,CIN,RB,4,DEN,1,4,4.0,0,1,0,0,0,0,0,0.4
74,Adam Prentice,DEN,FB,4,CIN,1,4,4.0,0,0,0,0,0,0,0,0.4
75,Ray Davis,BUF,RB,4,NO,1,3,3.0,0,0,0,0,0,0,0,0.3
76,Michael Carter,ARI,RB,4,SEA,1,1,1.0,0,0,0,0,0,0,0,0.1
77,Reggie Gilliam,BUF,FB,4,NO,0,0,,0,0,0,0,0,0,0,0.0
78,Velus Jones Jr.,NO,RB,4,BUF,0,0,,0,0,0,0,0,0,0,0.0
79,Jack Westover,NE,FB,4,CAR,0,0,,0,0,0,0,0,0,0,0.0
80,Hassan Haskins,LAC,RB,4,NYG,0,0,,0,0,0,0,0,0,0,0.0
81,Kimani Vidal,LAC,RB,4,NYG,0,0,,0,0,0,0,0,0,0,0.0
82,Craig Reynolds,DET,RB,4,CLE,0,0,,0,0,0,0,0,0,0,0.0
83,Cam Akers,MIN,RB,4,PIT,0,0,,0,0,0,0,0,0,0,0.0
84,Trey Sermon,PIT,RB,4,MIN,0,0,,0,0,0,0,0,0,0,0.0
85,Sean Tucker,TB,RB,4,PHI,0,0,,0,0,0,0,0,0,0,0.0
86,George Holani,SEA,RB,4,ARI,0,0,,0,0,0,0,0,0,0,0.0
87,Roschon Johnson,CHI,RB,4,LV,0,0,,0,0,0,0,0,0,0,0.0
88,Dylan Laube,LV,RB,4,CHI,0,0,,0,0,0,0,0,0,0,0.0
89,Bam Knight,ARI,RB,4,SEA,0,0,,0,0,0,0,0,0,0,0.0
90,Andrew Beck,NYJ,FB,4,MIA,0,0,,0,0,0,0,0,0,0,0.0
91,Will Shipley,PHI,RB,4,TB,0,0,,0,1,0,0,0,0,0,0.0
92,Alec Ingold,MIA,FB,4,NYJ,0,0,,0,1,0,0,0,0,0,0.0
93,Tahj Brooks,CIN,RB,4,DEN,0,0,,0,0,0,0,0,0,0,0.0
94,Isaac Guerendo,SF,RB,4,JAX,0,0,,0,0,0,0,0,0,0,0.0
95,Jarquez Hunter,LAR,RB,4,IND,0,0,,0,0,0,0,0,0,0,0.0
96,DJ Giddens,IND,RB,4,LAR,0,0,,0,0,0,0,0,0,0,0.0
97,Tank Bigsby,PHI,RB,4,TB,0,0,,0,0,0,0,0,0,0,0.0
98,Julius Chestnut,TEN,RB,4,HOU,1,0,0.0,0,1,0,0,0,0,0,0.0
99,Rasheen Ali,BAL,RB,4,KC,0,0,,0,0,0,0,0,0,0,0.0
100,Dare Ogunbowale,HOU,RB,4,TEN,0,0,,0,0,0,0,0,0,0,0.0
1,Rico Dowdle,CAR,RB,5,MIA,23,206,9.0,1,4,3,28,0,0,0,32.4
2,Jonathan Taylor,IND,RB,5,LV,17,66,3.9,3,4,3,20,0,0,0,31.6
3,Kyren Williams,LAR,RB,5,SF,14,65,4.6,0,10,8,66,2,1,1,31.1
4,Christian McCaffrey,SF,RB,5,LAR,22,57,2.6,0,9,8,82,1,0,0,27.9
5,Jacory Croskey-Merritt,WAS,RB,5,LAC,14,111,7.9,2,2,2,39,0,1,1,27.0
6,Javonte Williams,DAL,RB,5,NYJ,16,135,8.4,1,2,1,4,1,0,0,26.9
7,Rachaad White,TB,RB,5,SEA,14,41,2.9,2,4,4,30,0,0,0,23.1
8,Kareem Hunt,KC,RB,5,JAX,7,49,7.0,2,1,1,8,0,0,0,18.7
9,Michael Carter,ARI,RB,5,TEN,18,51,2.8,1,5,5,22,0,0,0,18.3
10,David Montgomery,DET,RB,5,CIN,18,65,3.6,1,1,1,6,0,0,0,18.2
11,Saquon Barkley,PHI,RB,5,DEN,6,30,5.0,0,3,3,58,1,0,0,17.8
12,Breece Hall,NYJ,RB,5,DAL,14,113,8.1,0,5,4,42,0,1,1,17.5
13,Jahmyr Gibbs,DET,RB,5,CIN,12,54,4.5,0,2,2,33,1,0,0,16.7
14,De'Von Achane,MIA,RB,5,CAR,10,16,1.6,0,7,6,30,1,0,0,16.6
15,Ashton Jeanty,LV,RB,5,IND,14,67,4.8,0,7,5,42,0,0,0,15.9
16,J.K. Dobbins,DEN,RB,5,PHI,20,79,4.0,1,1,1,5,0,0,0,15.4
17,Tony Pollard,TEN,RB,5,ARI,14,67,4.8,1,3,3,11,0,1,1,14.8
18,Rhamondre Stevenson,NE,RB,5,BUF,7,14,2.0,2,2,2,13,0,1,1,14.7
19,Cam Skattebo,NYG,RB,5,NO,15,59,3.9,0,7,6,45,0,1,1,14.4
20,Quinshon Judkins,CLE,RB,5,MIN,23,110,4.8,0,2,1,18,0,0,0,13.8
21,Omarion Hampton,LAC,RB,5,WAS,12,44,3.7,0,6,6,26,0,0,0,13.0
22,Jordan Mason,MIN,RB,5,CLE,13,52,4.0,1,4,3,4,0,1,1,12.6
23,Nick Chubb,HOU,RB,5,BAL,11,61,5.5,1,1,0,0,0,0,0,12.1
24,Chase Brown,CIN,RB,5,DET,8,27,3.4,0,8,7,21,0,1,0,11.8
25,Zach Charbonnet,SEA,RB,5,TB,9,36,4.0,1,2,1,12,0,0,0,11.8
26,Kenneth Walker III,SEA,RB,5,TB,10,86,8.6,0,1,1,0,0,0,0,9.6
27,Alvin Kamara,NO,RB,5,NYG,8,27,3.4,0,6,4,28,0,0,0,9.5
28,Bam Knight,ARI,RB,5,TEN,4,11,2.8,1,1,1,13,0,0,0,9.4
29,Derrick Henry,BAL,RB,5,HOU,15,33,2.2,1,1,0,0,0,0,0,9.3
30,Travis Etienne Jr.,JAX,RB,5,KC,12,49,4.1,0,4,3,9,0,0,0,8.8
31,Isiah Pacheco,KC,RB,5,JAX,7,36,5.1,0,3,3,20,0,0,0,8.6
32,Andrew Beck,NYJ,FB,5,DAL,0,0,,0,2,1,1,1,0,0,7.1
33,Ameer Abdullah,IND,RB,5,LV,2,6,3.0,1,0,0,0,0,0,0,6.6
34,Brashard Smith,KC,RB,5,JAX,1,4,4.0,0,3,3,32,0,0,0,6.6
35,Isaiah Davis,NYJ,RB,5,DAL,1,5,5.0,0,4,3,28,0,0,0,6.3
36,Emari Demercado,ARI,RB,5,TEN,3,81,27.0,0,0,0,0,0,1,1,6.1
37,RJ Harvey,DEN,RB,5,PHI,4,12,3.0,0,3,3,18,0,0,0,6.0
38,Kendre Miller,NO,RB,5,NYG,10,41,4.1,0,1,1,8,0,0,0,5.9
39,Jerome Ford,CLE,RB,5,MIN,5,18,3.6,0,2,2,20,0,0,0,5.8
40,Cam Akers,MIN,RB,5,CLE,0,0,,0,0,0,0,0,0,0,5.3
41,Kyle Juszczyk,SF,FB,5,LAR,1,-1,-1.0,0,4,3,21,0,0,0,5.0
42,James Cook,BUF,RB,5,NE,15,49,3.3,0,1,0,0,0,0,0,4.9
43,Samaje Perine,CIN,RB,5,DET,4,27,6.8,0,2,2,2,0,0,0,4.9
44,TreVeyon Henderson,NE,RB,5,BUF,6,24,4.0,0,3,2,3,0,0,0,4.7
45,Trevor Etienne,CAR,RB,5,MIA,4,22,5.5,0,1,1,7,0,0,0,3.9
46,Antonio Gibson,NE,RB,5,BUF,6,21,3.5,0,1,1,5,0,1,0,3.6
47,Devin Singletary,NYG,RB,5,NO,6,20,3.3,0,2,1,4,0,0,0,3.4
48,Kimani Vidal,LAC,RB,5,WAS,4,18,4.5,0,1,1,1,0,0,0,2.9
49,Sean Tucker,TB,RB,5,SEA,3,3,1.0,0,3,3,-4,0,0,0,2.9
50,Jeremy McNichols,WAS,RB,5,LAC,1,6,6.0,0,2,1,12,0,0,0,2.8
51,Tyler Badie,DEN,RB,5,PHI,0,0,,0,2,1,16,0,0,0,2.6
52,Hassan Haskins,LAC,RB,5,WAS,5,13,2.6,0,1,1,2,0,0,0,2.5
53,Woody Marks,HOU,RB,5,BAL,7,24,3.4,0,1,0,0,0,0,0,2.4
54,Keaton Mitchell,BAL,RB,5,HOU,3,8,2.7,0,1,1,5,0,0,0,2.3
55,Justice Hill,BAL,RB,5,HOU,1,3,3.0,0,2,1,9,0,0,0,2.2
56,Raheem Mostert,LV,RB,5,IND,7,22,3.1,0,0,0,0,0,0,0,2.2
57,DJ Giddens,IND,RB,5,LV,5,22,4.4,0,1,0,0,0,0,0,2.2
58,Bhayshul Tuten,JAX,RB,5,KC,4,6,1.5,0,1,1,5,0,0,0,2.1
59,Dameon Pierce,HOU,RB,5,BAL,7,21,3.0,0,0,0,0,0,0,0,2.1
60,Hunter Luepke,DAL,RB,5,NYJ,0,0,,0,1,1,10,0,0,0,2.0
61,British Brooks,HOU,RB,5,BAL,2,15,7.5,0,0,0,0,0,0,0,1.5
62,Will Shipley,PHI,RB,5,DEN,1,0,0.0,0,2,1,4,0,0,0,1.4
63,Tyjae Spears,TEN,RB,5,ARI,4,14,3.5,0,0,0,0,0,0,0,1.4
64,Blake Corum,LAR,RB,5,SF,1,13,13.0,0,2,0,0,0,0,0,1.3
65,Brian Robinson Jr.,SF,RB,5,LAR,5,12,2.4,0,0,0,0,0,0,0,1.2
66,Dylan Sampson,CLE,RB,5,MIN,1,-4,-4.0,0,2,1,6,0,0,0,1.2
67,A.J. Dillon,PHI,RB,5,DEN,2,12,6.0,0,0,0,0,0,0,0,1.2
68,Ty Johnson,BUF,RB,5,NE,2,10,5.0,0,0,0,0,0,0,0,1.0
69,Adam Prentice,DEN,FB,5,PHI,1,8,8.0,0,0,0,0,0,0,0,0.8
70,Jaydon Blue,DAL,RB,5,NYJ,4,7,1.8,0,0,0,0,0,0,0,0.7
71,Chris Rodriguez Jr.,WAS,RB,5,LAC,5,7,1.4,0,0,0,0,0,0,0,0.7
72,Julius Chestnut,TEN,RB,5,ARI,1,3,3.0,0,1,0,0,0,0,0,0.3
73,Ray Davis,BUF,RB,5,NE,2,1,0.5,0,0,0,0,0,0,0,0.1
74,Tahj Brooks,CIN,RB,5,DET,0,0,,0,0,0,0,0,0,0,0.0
75,Jacob Saylors,DET,RB,5,CIN,0,0,,0,0,0,0,0,0,0,0.0
76,Khalil Herbert,NYJ,RB,5,DAL,0,0,,0,0,0,0,0,0,0,0.0
77,Craig Reynolds,DET,RB,5,CIN,0,0,,0,0,0,0,0,0,0,0.0
78,Devin Neal,NO,RB,5,NYG,0,0,,0,0,0,0,0,0,0,0.0
79,Jack Westover,NE,FB,5,BUF,0,0,,0,0,0,0,0,0,0,0.0
80,Avery Williams,NYJ,RB,5,DAL,0,0,,0,0,0,0,0,0,0,0.0
81,Zamir White,LV,RB,5,IND,0,0,,0,0,0,0,0,0,0,0.0
82,Reggie Gilliam,BUF,FB,5,NE,0,0,,0,0,0,0,0,0,0,0.0
83,Alec Ingold,MIA,FB,5,CAR,0,0,,0,1,0,0,0,0,0,0.0
84,LeQuint Allen Jr.,JAX,RB,5,KC,0,0,,0,0,0,0,0,0,0,0.0
85,Velus Jones Jr.,NO,RB,5,NYG,0,0,,0,0,0,0,0,0,0,0.0
86,Rasheen Ali,BAL,RB,5,HOU,0,0,,0,0,0,0,0,0,0,0.0
87,Isaac Guerendo,SF,RB,5,LAR,0,0,,0,0,0,0,0,0,0,0.0
88,Dylan Laube,LV,RB,5,IND,0,0,,0,0,0,0,0,0,0,0.0
89,Scott Matlock,LAC,FB,5,WAS,0,0,,0,0,0,0,0,0,0,0.0
90,Brady Russell,SEA,FB,5,TB,0,0,,0,0,0,0,0,0,0,0.0
91,DeeJay Dallas,CAR,RB,5,MIA,0,0,,0,0,0,0,0,0,0,0.0
92,C.J. Ham,MIN,FB,5,CLE,0,0,,0,0,0,0,0,0,0,0.0
93,Josh Williams,TB,RB,5,SEA,0,0,,0,0,0,0,0,0,0,0.0
94,George Holani,SEA,RB,5,TB,0,0,,0,0,0,0,0,0,0,0.0
95,Dare Ogunbowale,HOU,RB,5,BAL,0,0,,0,0,0,0,0,0,0,0.0
96,Jarquez Hunter,LAR,RB,5,SF,0,0,,0,0,0,0,0,0,0,0.0
97,Tank Bigsby,PHI,RB,5,DEN,0,0,,0,0,0,0,0,0,0,0.0
98,Ollie Gordon II,MIA,RB,5,CAR,3,-2,-0.7,0,0,0,0,0,0,0,-0.2
99,Zavier Scott,MIN,RB,5,CLE,5,18,3.6,0,0,0,0,0,1,1,-0.2
1,Bijan Robinson,ATL,RB,6,BUF,19,170,8.9,1,8,6,68,0,0,0,35.8
2,Rico Dowdle,CAR,RB,6,DAL,30,183,6.1,0,5,4,56,1,1,0,33.9
3,Josh Jacobs,GB,RB,6,CIN,18,93,5.2,2,5,5,57,0,0,0,32.0
4,De'Von Achane,MIA,RB,6,LAC,16,128,8.0,2,6,4,22,0,0,0,31.0
5,Cam Skattebo,NYG,RB,6,PHI,19,98,5.2,3,2,2,12,0,0,0,31.0
6,D'Andre Swift,CHI,RB,6,WAS,14,108,7.7,0,3,2,67,1,0,0,25.5
7,Christian McCaffrey,SF,RB,6,TB,17,54,3.2,1,8,7,57,0,0,0,24.1
8,Jonathan Taylor,IND,RB,6,ARI,21,123,5.9,1,4,4,14,0,0,0,23.7
9,Kimani Vidal,LAC,RB,6,MIA,18,124,6.9,0,4,3,14,1,0,0,22.8
10,Rachaad White,TB,RB,6,SF,17,65,3.8,1,3,3,21,0,0,0,17.6
11,Kyren Williams,LAR,RB,6,BAL,13,50,3.8,1,2,2,37,0,0,0,16.7
12,Ashton Jeanty,LV,RB,6,TEN,23,75,3.3,1,4,2,11,0,0,0,16.6
13,Derrick Henry,BAL,RB,6,LAR,24,122,5.1,0,2,1,8,0,0,0,14.0
14,Alvin Kamara,NO,RB,6,NE,10,31,3.1,0,5,5,45,0,0,0,12.6
15,Bam Knight,ARI,RB,6,IND,11,34,3.1,1,2,1,20,0,0,0,12.4
16,Tyler Allgeier,ATL,RB,6,BUF,10,32,3.2,1,1,1,6,0,0,0,10.8
17,Ray Davis,BUF,RB,6,ATL,0,0,,0,2,2,19,1,0,0,9.9
18,Kenneth Gainwell,PIT,RB,6,CLE,6,22,3.7,0,6,6,14,0,0,0,9.6
19,Travis Etienne Jr.,JAX,RB,6,SEA,12,27,2.2,0,5,4,28,0,0,0,9.5
20,Justice Hill,BAL,RB,6,LAR,6,16,2.7,0,6,5,28,0,0,0,9.4
21,Tyjae Spears,TEN,RB,6,LV,5,31,6.2,0,4,4,19,0,0,0,9.0
22,Chase Brown,CIN,RB,6,GB,9,42,4.7,0,2,2,7,0,0,0,8.9
23,Hunter Luepke,DAL,RB,6,CAR,0,0,,0,2,2,7,1,0,0,8.7
24,Saquon Barkley,PHI,RB,6,NYG,12,58,4.8,0,3,2,9,0,0,0,8.7
25,James Cook,BUF,RB,6,ATL,17,87,5.1,0,0,0,0,0,0,0,8.7
26,Sean Tucker,TB,RB,6,SF,6,25,4.2,1,0,0,0,0,0,0,8.5
27,Michael Carter,ARI,RB,6,IND,9,34,3.8,0,5,2,30,0,0,0,8.4
28,Javonte Williams,DAL,RB,6,CAR,13,29,2.2,0,8,5,5,0,0,0,8.4
29,Jaylen Warren,PIT,RB,6,CLE,11,52,4.7,0,2,2,11,0,0,0,8.3
30,David Montgomery,DET,RB,6,KC,4,24,6.0,0,2,2,37,0,0,0,8.1
31,Jerome Ford,CLE,RB,6,PIT,2,17,8.5,0,6,5,13,0,0,0,8.0
32,Jahmyr Gibbs,DET,RB,6,KC,17,65,3.8,0,2,1,0,0,0,0,7.5
33,Tony Pollard,TEN,RB,6,LV,10,34,3.4,0,2,2,13,0,0,0,6.7
34,Jeremy McNichols,WAS,RB,6,CHI,2,5,2.5,0,4,3,30,0,0,0,6.5
35,RJ Harvey,DEN,RB,6,NYJ,2,4,2.0,0,4,4,21,0,0,0,6.5
36,Isiah Pacheco,KC,RB,6,DET,12,51,4.2,0,3,1,0,0,0,0,6.1
37,Breece Hall,NYJ,RB,6,DEN,22,59,2.7,0,0,0,0,0,0,0,5.9
38,Jacory Croskey-Merritt,WAS,RB,6,CHI,17,61,3.6,0,1,1,7,0,1,1,5.8
39,Kyle Monangai,CHI,RB,6,WAS,5,19,3.8,0,1,1,25,0,0,0,5.4
40,Samaje Perine,CIN,RB,6,GB,6,16,2.7,0,3,2,16,0,0,0,5.2
41,Brashard Smith,KC,RB,6,DET,0,0,,0,4,3,21,0,0,0,5.1
42,Bhayshul Tuten,JAX,RB,6,SEA,2,14,7.0,0,3,2,14,0,0,0,4.8
43,Kenneth Walker III,SEA,RB,6,JAX,10,34,3.4,0,1,1,3,0,0,0,4.7
44,Zach Charbonnet,SEA,RB,6,JAX,12,24,2.0,0,1,1,13,0,0,0,4.7
45,TreVeyon Henderson,NE,RB,6,NO,9,27,3.0,0,2,1,9,0,0,0,4.6
46,Kareem Hunt,KC,RB,6,DET,6,23,3.8,0,1,1,11,0,0,0,4.4
47,Dylan Sampson,CLE,RB,6,PIT,3,12,4.0,0,2,2,12,0,0,0,4.4
48,Kendre Miller,NO,RB,6,NE,8,21,2.6,0,1,1,11,0,0,0,4.2
49,J.K. Dobbins,DEN,RB,6,NYJ,14,40,2.9,0,1,0,0,0,0,0,4.0
50,Brian Robinson Jr.,SF,RB,6,TB,0,0,,0,3,3,8,0,0,0,3.8
51,Quinshon Judkins,CLE,RB,6,PIT,12,36,3.0,0,1,0,0,0,0,0,3.6
52,Alec Ingold,MIA,FB,6,LAC,1,3,3.0,0,1,1,22,0,0,0,3.5
53,Hassan Haskins,LAC,RB,6,MIA,6,14,2.3,0,1,1,9,0,0,0,3.3
54,Ameer Abdullah,IND,RB,6,ARI,1,7,7.0,0,1,1,9,0,0,0,2.6
55,Ty Johnson,BUF,RB,6,ATL,1,5,5.0,0,2,1,11,0,0,0,2.6
56,Blake Corum,LAR,RB,6,BAL,5,23,4.6,0,0,0,0,0,0,0,2.3
57,LeQuint Allen Jr.,JAX,RB,6,SEA,1,2,2.0,0,2,1,10,0,0,0,2.2
58,A.J. Dillon,PHI,RB,6,NYG,1,2,2.0,0,2,2,18,0,1,1,2.0
59,Kyle Juszczyk,SF,FB,6,TB,0,0,,0,1,1,9,0,0,0,1.9
60,Rhamondre Stevenson,NE,RB,6,NO,13,18,1.4,0,1,0,0,0,0,0,1.8
61,Emanuel Wilson,GB,RB,6,CIN,3,11,3.7,0,1,1,-4,0,0,0,1.7
62,Trevor Etienne,CAR,RB,6,DAL,3,17,5.7,0,0,0,0,0,0,0,1.7
63,Andrew Beck,NYJ,FB,6,DEN,0,0,,0,1,1,6,0,0,0,1.6
64,Kaleb Johnson,PIT,RB,6,CLE,6,15,2.5,0,0,0,0,0,0,0,1.5
65,Ollie Gordon II,MIA,RB,6,LAC,2,1,0.5,0,1,1,1,0,0,0,1.2
66,Isaiah Davis,NYJ,RB,6,DEN,2,2,1.0,0,1,1,-1,0,0,0,1.1
67,Devin Singletary,NYG,RB,6,PHI,3,10,3.3,0,0,0,0,0,0,0,1.0
68,Tyrone Tracy Jr.,NYG,RB,6,PHI,4,6,1.5,0,0,0,0,0,0,0,0.6
69,Roschon Johnson,CHI,RB,6,WAS,1,6,6.0,0,0,0,0,0,0,0,0.6
70,Adam Prentice,DEN,FB,6,NYJ,1,3,3.0,0,0,0,0,0,0,0,0.3
